Pos,"Player Name",Team,B,"Pitcher Matchup T","Pitcher Matchup Opp","Pitcher Matchup Opp Pitcher","Lineup Slot","DraftKings Salary","Today FP","Today Value","Last 5 Games FP/G","Last 5 Games Value","Season FP/G","Season Value"
1B/3B,"Davis, Chris SUSP",BAL,L,R,@TB,"Archer, C.",Unknown,"$4,300",0.0,0.0,7.2,1.7,7.1,1.6
OF,"Pence, Hunter DL-15",SF,R,R,@ARI,"Collmenter, J.",Unknown,"$4,600",0.0,0.0,1.8,0.4,8.1,1.8
C,"Wieters, Matt DL-15",BAL,B,R,@TB,"Archer, C.",Unknown,"$3,800",0.0,0.0,2.2,0.6,8.2,2.2
C,"Stewart, Chris DL-15",PIT,R,R,@CIN,"Cueto, J.",Unknown,"$2,600",0.0,0.0,3.2,1.2,4.0,1.5
OF,"Crisp, Coco DL-15",OAK,B,R,TEX,"Gallardo, Y.",Unknown,"$4,000",0.0,0.0,4.2,1.1,7.2,1.8
SS,"Hardy, J.J. DL-15",BAL,R,R,@TB,"Archer, C.",Unknown,"$3,500",0.0,0.0,2.6,0.7,5.9,1.7
OF,"Werth, Jayson DL-15",WAS,R,R,NYM,"Colon, B.",Unknown,"$4,400",0.0,0.0,10.0,2.3,8.3,1.9
OF,"Hamilton, Josh DL-15",LAA,L,R,@SEA,"Hernandez, F.",Unknown,"$3,100",0.0,0.0,3.2,1.0,7.1,2.3
1B,"Rodriguez, Alex",NYY,R,R,TOR,"Hutchison, D.",Unknown,"$3,900",0.0,0.0,0.0,0.0,0.0,0.0
OF,"Span, Denard DL-15",WAS,L,R,NYM,"Colon, B.",Unknown,"$3,900",0.0,0.0,6.2,1.6,8.2,2.1
OF,"Upton Jr., Melvin DL-15",SD,R,L,@LAD,"Kershaw, C.",Unknown,"$3,500",0.0,0.0,7.8,2.2,6.2,1.8
1B,"Swisher, Nick DL-15",CLE,B,L,@HOU,"Keuchel, D.",Unknown,"$3,500",0.0,0.0,1.2,0.3,5.6,1.6
SS,"Taylor, Chris DL-15",SEA,R,R,LAA,"Weaver, J.",Unknown,"$3,200",0.0,0.0,6.0,1.9,4.9,1.5
1B,"Ishikawa, Travis DL-15",SF,L,R,@ARI,"Collmenter, J.",Unknown,"$2,800",0.0,0.0,1.0,0.4,3.0,1.1
OF,"McLouth, Nate DL-15",WAS,L,R,NYM,"Colon, B.",Unknown,"$3,100",0.0,0.0,0.4,0.1,2.3,0.8
2B,"Izturis, Maicer DL-15",TOR,B,R,@NYY,"Tanaka, M.",Unknown,"$2,900",0.0,0.0,2.8,1.0,4.5,1.5
